"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"there's not one [[decent]] [[performance]] from the cast and not one [[clever]] [[line]] of dialogue .","there's not one [[meaningful]] [[outcome]] from the cast and not one [[sane]] [[accordance]] of dialogue .",0.000904083251953125,0.0020383596420288086,0,0,0,130,"Failed"
"one of the [[worst]] [[movies]] of the year . . . . [[watching]] it was painful .","one of the [[finest]] [[photographing]] of the year . . . . [[note]] it was painful .",0.001390218734741211,0.7751610279083252,0,1,0,137,"Successful"
"a [[era]] [[do]] gelo diverte , [[mas]] [[não]] convence . [[É]] [[um]] passatempo descompromissado  [[e]] [[só]] .","a [[period]] [[accomplished]] gelo diverte , [[ag]] [[assim]] convence . [[esse]] [[uhh]] passatempo descompromissado  [[h]] [[assim]] .",0.0012256503105163574,0.8083975315093994,0,1,0,208,"Successful"
"no amount of burning , blasting , stabbing , and shooting can hide a [[weak]] [[script]] .","no amount of burning , blasting , stabbing , and shooting can hide a [[delicate]] [[command]] .",0.0009989142417907715,0.8071856498718262,0,1,0,58,"Successful"
"it's an odd [[show]] , pregnant with moods , stillborn except as a [[harsh]] [[conceptual]] [[exercise]] .","it's an odd [[proving]] , pregnant with moods , stillborn except as a [[grievous]] [[metaphysical]] [[exerted]] .",0.0006715059280395508,0.9724763035774231,0,1,0,147,"Successful"
"nearly all the fundamentals you take for granted in most films are [[mishandled]] here .","nearly all the fundamentals you take for granted in most films are [[deflected]] here .",0.0011047124862670898,0.9304389953613281,0,1,0,21,"Successful"
"the armenian genocide deserves a more engaged and honest treatment .","the armenian genocide deserves a more engaged and honest treatment .",0.9163423776626587,0.9163423776626587,1,1,0,1,"Skipped"
"[[earnest]] yet curiously tepid and [[choppy]] [[recycling]] in which predictability is the only winner .","[[strong]] yet curiously tepid and [[tensed]] [[recovered]] in which predictability is the only winner .",0.0004668235778808594,0.690355122089386,0,1,0,98,"Successful"
"ultimately this is a [[frustrating]] patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay .","ultimately this is a [[unnerving]] patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay .",0.0012561678886413574,0.9797854423522949,0,1,0,49,"Successful"
"the [[exploitative]] , [[clumsily]] [[staged]] violence overshadows everything , [[including]] most of the [[actors]] .","the [[operational]] , [[joyously]] [[graduated]] violence overshadows everything , [[embrace]] most of the [[agent]] .",0.0005913972854614258,0.9990244507789612,0,1,0,127,"Successful"
"we [[started]] to [[wonder]] if  some [[unpaid]] [[intern]] [[had]] just [[typed]] '[[chris]] [[rock]] , ' '[[anthony]] hopkins' and 'terrorists' into some univac-like [[script]] [[machine]] .","we [[beginning]] to [[surprises]] if  some [[remarkable]] [[probationary]] [[have]] just [[longhand]] '[[trevor]] [[stone]] , ' '[[antonius]] hopkins' and 'terrorists' into some univac-like [[command]] [[mechanism]] .",0.0008150935173034668,0.51739901304245,0,1,0,271,"Successful"
"even when crush departs from the 4w formula . . . it feels like a [[glossy]] rehash .","even when crush departs from the 4w formula . . . it feels like a [[brilliant]] rehash .",0.0016419291496276855,0.9955340623855591,0,1,0,32,"Successful"
"more [[likely]] to have you scratching your head than [[hiding]] under your seat .","more [[capable]] to have you scratching your head than [[disguising]] under your seat .",0.006966590881347656,0.9960581660270691,0,1,0,55,"Successful"
"bears is even [[worse]] than i imagined a movie ever could be .","bears is even [[greatest]] than i imagined a movie ever could be .",0.0068839192390441895,0.9993869066238403,0,1,0,33,"Successful"
"when you find yourself rooting for the monsters in a horror movie , you know the picture is in [[trouble]] .","when you find yourself rooting for the monsters in a horror movie , you know the picture is in [[matters]] .",0.0010887384414672852,0.8606305122375488,0,1,0,56,"Successful"
"this is very [[much]] of a mixed [[bag]] , with enough negatives to outweigh the positives .","this is very [[sizable]] of a mixed [[packing]] , with enough negatives to outweigh the positives .",0.0015457868576049805,0.7034382820129395,0,1,0,61,"Successful"
"[[marinated]] in clichés and [[mawkish]] [[dialogue]] .","[[pickles]] in clichés and [[mournful]] [[chatting]] .",0.00036156177520751953,0.74052894115448,0,1,0,105,"Successful"
"whether it's the worst movie of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .","whether it's the worst movie of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",0.941467821598053,0.941467821598053,1,1,0,1,"Skipped"
"[a] boldly stroked , luridly coloured , uni-dimensional [[nonsense]] machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .","[a] boldly stroked , luridly coloured , uni-dimensional [[daft]] machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",0.029202163219451904,0.733675479888916,0,1,0,47,"Successful"
"not once in the rush to [[save]] the [[day]] [[did]] i become very [[involved]] in the proceedings ; to me , it was just a matter of '[[eh]] . '","not once in the rush to [[ransoms]] the [[times]] [[become]] i become very [[participate]] in the proceedings ; to me , it was just a matter of '[[okay]] . '",0.0034050345420837402,0.5843036770820618,0,1,0,129,"Successful"
"rollerball is as [[bad]] as you think , and worse than you can imagine .","rollerball is as [[wicked]] as you think , and worse than you can imagine .",0.024002492427825928,0.9976038336753845,0,1,0,49,"Successful"
"the first [[question]] to ask about [[bad]] [[company]] is why anthony hopkins is in it . we assume he had a [[bad]] run in the market or a [[costly]] divorce , [[because]] there is no [[earthly]] [[reason]] other than [[money]] why this distinguished actor would stoop [[so]] [[low]] .","the first [[questions]] to ask about [[nefarious]] [[society]] is why anthony hopkins is in it . we assume he had a [[malevolent]] run in the market or a [[darling]] divorce , [[than]] there is no [[tierra]] [[motives]] other than [[funds]] why this distinguished actor would stoop [[thereby]] [[cheaper]] .",0.0014020800590515137,0.6839389801025391,0,1,0,334,"Successful"
"not [[exaggerated]] enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely [[indulges]] in the [[worst]] elements of all of them .","not [[underestimated]] enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely [[indulging]] in the [[finest]] elements of all of them .",0.0004132390022277832,0.8998411297798157,0,1,0,67,"Successful"
"[[shame]] on [[writer]]/director vicente [[aranda]] for making a [[florid]] biopic about [[mad]] queens , [[obsessive]] relationships , and [[rampant]] adultery [[so]] [[dull]] .","[[offended]] on [[wrote]]/director vicente [[espinoza]] for making a [[lyrical]] biopic about [[angry]] queens , [[sociopath]] relationships , and [[dominant]] adultery [[alike]] [[somber]] .",0.000680088996887207,0.9976534843444824,0,1,0,245,"Successful"
"[[suffers]] from a [[decided]] [[lack]] of [[creative]] storytelling .","[[distress]] from a [[ascertained]] [[inability]] of [[resourceful]] storytelling .",0.0021784305572509766,0.005872964859008789,0,0,0,155,"Failed"
"[[violent]] , [[vulgar]] and forgettably entertaining .","[[pitched]] , [[rough]] and forgettably entertaining .",0.0006226897239685059,0.001092076301574707,0,0,0,109,"Failed"
"nothing [[happens]] , and it happens to [[flat]] [[characters]] .","nothing [[transpires]] , and it happens to [[unfurnished]] [[digits]] .",0.000657498836517334,0.8337677121162415,0,1,0,70,"Successful"
"with a completely [[predictable]] plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .","with a completely [[predictably]] plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .",0.00116044282913208,0.9823256731033325,0,1,0,22,"Successful"
"remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? [[sadly]] , as blood work proves , that was a long , long time ago .","remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? [[frighteningly]] , as blood work proves , that was a long , long time ago .",0.12956321239471436,0.5341122150421143,0,1,0,50,"Successful"
"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .","blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",0.6395197510719299,0.6395197510719299,1,1,0,1,"Skipped"
"this [[movie]] plays [[like]] an extended dialogue exercise in retard 101 .","this [[moviemaking]] plays [[iike]] an extended dialogue exercise in retard 101 .",0.0005263686180114746,0.9847297072410583,0,1,0,52,"Successful"
"what we [[get]] in feardotcom is more like something from a [[bad]] clive barker [[movie]] . in other [[words]] , it's [[badder]] than bad .","what we [[learns]] in feardotcom is more like something from a [[malevolent]] clive barker [[scene]] . in other [[terms]] , it's [[crueler]] than bad .",0.00140303373336792,0.9885001182556152,0,1,0,188,"Successful"
"if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it [[stands]] i kept [[looking]] for the last [[exit]] from brooklyn .","if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it [[position]] i kept [[seeking]] for the last [[outward]] from brooklyn .",0.006641685962677002,0.5375065207481384,0,1,0,86,"Successful"
"a sloppy slapstick throwback to long [[gone]] bottom-of-the-bill fare [[like]] the [[ghost]] and mr . chicken .","a sloppy slapstick throwback to long [[vanishing]] bottom-of-the-bill fare [[amour]] the [[apparition]] and mr . chicken .",0.012897789478302002,0.5678645372390747,0,1,0,41,"Successful"
"a [[small]] independent film suffering from a severe case of hollywood-itis .","a [[lightweight]] independent film suffering from a severe case of hollywood-itis .",0.0014078021049499512,0.8330300450325012,0,1,0,52,"Successful"
"where the film falters is in its tone .","where the film falters is in its tone .",0.9247704744338989,0.9247704744338989,1,1,0,1,"Skipped"
"the story alone could [[force]] you to scratch a hole in your head .","the story alone could [[vigour]] you to scratch a hole in your head .",0.004879176616668701,0.9848942756652832,0,1,0,20,"Successful"
"ultimately , sarah's dedication to finding her [[husband]] [[seems]] more [[psychotic]] than romantic , and nothing in the [[movie]] makes a convincing case that one woman's broken heart outweighs all the loss we witness .","ultimately , sarah's dedication to finding her [[mari]] [[appearing]] more [[psychiatric]] than romantic , and nothing in the [[cine]] makes a convincing case that one woman's broken heart outweighs all the loss we witness .",0.0013172030448913574,0.5254702568054199,0,1,0,104,"Successful"
"it's [[supposed]] to [[be]] a [[humorous]] , all-too-human look at how [[hope]] can [[breed]] a [[certain]] [[kind]] of [[madness]] -- and [[strength]] -- but it never quite [[adds]] up .","it's [[believed]] to [[remain]] a [[entertaining]] , all-too-human look at how [[will]] can [[breeder]] a [[confident]] [[class]] of [[frenzy]] -- and [[toughness]] -- but it never quite [[added]] up .",0.0024139881134033203,0.006804227828979492,0,0,0,358,"Failed"
"feels more like a [[rejected]] x-files [[episode]] than a [[credible]] [[account]] of a [[puzzling]] real-life [[happening]] .","feels more like a [[dismissing]] x-files [[happenings]] than a [[conclusive]] [[gl]] of a [[breathtaking]] real-life [[arise]] .",0.0010506510734558105,0.004911601543426514,0,0,0,141,"Failed"
"some motion pictures portray ultimate passion ; others create ultimate thrills . men in black ii achieves ultimate insignificance -- it's the sci-fi comedy spectacle as whiffle-ball epic .","some motion pictures portray ultimate passion ; others create ultimate thrills . men in black ii achieves ultimate insignificance -- it's the sci-fi comedy spectacle as whiffle-ball epic .",0.9995380640029907,0.9995380640029907,1,1,0,1,"Skipped"
"an [[enigmatic]] [[film]] that's too [[clever]] for its [[own]] [[good]] , it's a conundrum not [[worth]] solving .","an [[intriguing]] [[cinematographer]] that's too [[adroit]] for its [[possessed]] [[advisable]] , it's a conundrum not [[chastisement]] solving .",0.0008828043937683105,0.9728727340698242,0,1,0,110,"Successful"
"a [[zombie]] [[movie]] in every sense of the word--mindless , lifeless , meandering , [[loud]] , painful , [[obnoxious]] .","a [[undead]] [[panorama]] in every sense of the word--mindless , lifeless , meandering , [[potent]] , painful , [[despicable]] .",0.0003581047058105469,0.9976569414138794,0,1,0,113,"Successful"
"rashomon-for-dipsticks [[tale]] .","rashomon-for-dipsticks [[legend]] .",0.009523868560791016,0.9927875995635986,0,1,0,36,"Successful"
"a [[film]] that clearly means to preach exclusively to the converted .","a [[images]] that clearly means to preach exclusively to the converted .",0.021146714687347412,0.991054117679596,0,1,0,51,"Successful"
"it doesn't take a rocket scientist to figure out that this is a mormon family movie , and a [[sappy]] , preachy one at that .","it doesn't take a rocket scientist to figure out that this is a mormon family movie , and a [[wistful]] , preachy one at that .",0.0008859038352966309,0.83535236120224,0,1,0,46,"Successful"
"definitely a crowd-pleaser , but then , so was the roman colosseum .","definitely a crowd-pleaser , but then , so was the roman colosseum .",0.9874117374420166,0.9874117374420166,1,1,0,1,"Skipped"
"certainly not a good movie , but it wasn't horrible either .","certainly not a good movie , but it wasn't horrible either .",0.7995473146438599,0.7995473146438599,1,1,0,1,"Skipped"
"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .","although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",0.9804370403289795,0.9804370403289795,1,1,0,1,"Skipped"
"the [[result]] is [[so]] tame that even slightly wised-up [[kids]] would [[quickly]] change the [[channel]] .","the [[accomplishment]] is [[still]] tame that even slightly wised-up [[juveniles]] would [[speedily]] change the [[conduits]] .",0.000386655330657959,0.6137896776199341,0,1,0,143,"Successful"
"it appears to [[have]] been modeled on the [[worst]] revenge-of-the-nerds clichés the [[filmmakers]] could dredge up .","it appears to [[enjoy]] been modeled on the [[finest]] revenge-of-the-nerds clichés the [[movies]] could dredge up .",0.0008254647254943848,0.5530686974525452,0,1,0,94,"Successful"
"nothing but an [[episode]] of smackdown ! in period costume and with a [[bigger]] budget .","nothing but an [[phenomena]] of smackdown ! in period costume and with a [[strongest]] budget .",0.0006718635559082031,0.59602952003479,0,1,0,42,"Successful"
"it takes you somewhere you're not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it's surprisingly old-fashioned .","it takes you somewhere you're not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it's surprisingly old-fashioned .",0.9925034046173096,0.9925034046173096,1,1,0,1,"Skipped"
"while the story is better-focused than the incomprehensible anne rice novel it's based upon , queen of the damned is a [[pointless]] , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .","while the story is better-focused than the incomprehensible anne rice novel it's based upon , queen of the damned is a [[trifling]] , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .",0.0005211234092712402,0.9091972708702087,0,1,0,25,"Successful"
"it should be interesting , it should be poignant , it turns out to be affected and [[boring]] .","it should be interesting , it should be poignant , it turns out to be affected and [[annoy]] .",0.0004101395606994629,0.8565858602523804,0,1,0,40,"Successful"
"a good-looking but ultimately [[pointless]] political thriller with plenty of action and almost no [[substance]] .","a good-looking but ultimately [[dispensable]] political thriller with plenty of action and almost no [[substances]] .",0.0008550882339477539,0.975579023361206,0,1,0,100,"Successful"
"a [[tired]] , [[predictable]] , [[bordering]] on [[offensive]] , [[waste]] of [[time]] , [[money]] and celluloid .","a [[nauseous]] , [[anticipated]] , [[bounds]] on [[despicable]] , [[loss]] of [[times]] , [[resources]] and celluloid .",0.0005410313606262207,0.04095417261123657,0,0,0,213,"Failed"
"if hill isn't [[quite]] his generation's don [[siegel]] ( or robert aldrich ) , it's because there's no [[discernible]] [[feeling]] [[beneath]] the chest hair ; it's all bluster and [[cliché]] .","if hill isn't [[highly]] his generation's don [[zuckerman]] ( or robert aldrich ) , it's because there's no [[overt]] [[feelings]] [[fuse]] the chest hair ; it's all bluster and [[cutesy]] .",0.00047218799591064453,0.8896523714065552,0,1,0,230,"Successful"
"stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a [[few]] early [[laughs]] [[scattered]] around a [[plot]] as [[thin]] as it is repetitious .","stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a [[little]] early [[hilarity]] [[disseminate]] around a [[intrigue]] as [[lightweight]] as it is repetitious .",0.002086818218231201,0.5119359493255615,0,1,0,135,"Successful"
"this is an insultingly [[inept]] and [[artificial]] examination of grief and its impacts upon the relationships of the survivors .","this is an insultingly [[feckless]] and [[synthetic]] examination of grief and its impacts upon the relationships of the survivors .",0.0007861852645874023,0.8877390027046204,0,1,0,48,"Successful"
"does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?","does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?",0.8857110738754272,0.8857110738754272,1,1,0,1,"Skipped"
"`martin [[lawrence]] live' is [[so]] self-pitying , i almost [[expected]] there to [[be]] a [[collection]] [[taken]] for the [[comedian]] at the [[end]] of the [[show]] .","`martin [[laurence]] live' is [[yet]] self-pitying , i almost [[expect]] there to [[are]] a [[gathering]] [[harvest]] for the [[comedians]] at the [[concludes]] of the [[exposition]] .",0.000809013843536377,0.5338886976242065,0,1,0,271,"Successful"
"the [[dialogue]] is cumbersome , the [[simpering]] [[soundtrack]] and editing more [[so]] .","the [[dialogues]] is cumbersome , the [[blithering]] [[audio]] and editing more [[well]] .",0.0005590319633483887,0.9890374541282654,0,1,0,104,"Successful"
"never [[decides]] whether it [[wants]] to [[be]] a [[black]] [[comedy]] , [[drama]] , [[melodrama]] or some [[combination]] of the [[three]] .","never [[opt]] whether it [[seeks]] to [[happen]] a [[noir]] [[irreverent]] , [[film]] , [[thriller]] or some [[collaboration]] of the [[two]] .",0.0011557340621948242,0.06965780258178711,0,0,0,284,"Failed"
"it has become [[apparent]] that the franchise's best years are long [[past]] .","it has become [[significant]] that the franchise's best years are long [[precedents]] .",0.004706084728240967,0.999053418636322,0,1,0,52,"Successful"
"does what should seem impossible : it makes serial killer jeffrey dahmer [[boring]] .","does what should seem impossible : it makes serial killer jeffrey dahmer [[irritate]] .",0.00036394596099853516,0.9959105849266052,0,1,0,58,"Successful"
"don't hate el crimen del padre amaro because it's anti-catholic . [[hate]] it because it's [[lousy]] .","don't hate el crimen del padre amaro because it's anti-catholic . [[repugnance]] it because it's [[sad]] .",0.000876009464263916,0.9310327768325806,0,1,0,88,"Successful"
". . . [[better]] [[described]] as a ghost story [[gone]] [[badly]] [[awry]] .",". . . [[allright]] [[explains]] as a ghost story [[dispelled]] [[urgently]] [[unjustly]] .",0.0007710456848144531,0.2230495810508728,0,0,0,183,"Failed"
"[[like]] a [[bad]] [[improvisation]] exercise , the [[superficially]] written [[characters]] [[ramble]] on tediously about their [[lives]] , [[loves]] and the [[art]] they're [[struggling]] to [[create]] .","[[amore]] a [[detrimental]] [[improvise]] exercise , the [[awkwardly]] written [[feature]] [[amble]] on tediously about their [[lifetimes]] , [[loving]] and the [[arte]] they're [[battled]] to [[creating]] .",0.0005286335945129395,0.0008758902549743652,0,0,0,289,"Failed"
"the [[filmmakers]] are playing to the big boys in new york and l . a . to that [[end]] , they mock the [[kind]] of folks they don't [[understand]] , ones they [[figure]] the power-lunchers don't [[care]] to [[understand]] , either .","the [[cinematography]] are playing to the big boys in new york and l . a . to that [[extremity]] , they mock the [[kinds]] of folks they don't [[mindful]] , ones they [[number]] the power-lunchers don't [[loving]] to [[fathom]] , either .",0.00047206878662109375,0.5390665531158447,0,1,0,190,"Successful"
"competently directed but [[terminally]] cute drama .","competently directed but [[incurably]] cute drama .",0.02066206932067871,0.936284065246582,0,1,0,7,"Successful"
"the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the [[filling]] [[missing]] .","the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the [[satisfies]] [[dearth]] .",0.0006262660026550293,0.7242410778999329,0,1,0,75,"Successful"
"not just [[unlikable]] . disturbing . [[disgusting]] . without any redeeming value whatsoever .","not just [[irascible]] . disturbing . [[shocking]] . without any redeeming value whatsoever .",0.0005447268486022949,0.8488516211509705,0,1,0,50,"Successful"
"this thing is [[virtually]] unwatchable .","this thing is [[hardly]] unwatchable .",0.001248478889465332,0.6799176335334778,0,1,0,33,"Successful"
"those eternally devoted to the insanity of black will have an intermittently good time . feel free to go get popcorn whenever he's not onscreen .","those eternally devoted to the insanity of black will have an intermittently good time . feel free to go get popcorn whenever he's not onscreen .",0.6176273822784424,0.6176273822784424,1,1,0,1,"Skipped"
"the self-serious equilibrium makes its point too [[well]] ; a movie , like life , isn't [[much]] [[fun]] without the highs and lows .","the self-serious equilibrium makes its point too [[also]] ; a movie , like life , isn't [[many]] [[joys]] without the highs and lows .",0.0007460713386535645,0.8985889554023743,0,1,0,84,"Successful"
"the work of an exhausted , [[desiccated]] talent who can't get out of his own way .","the work of an exhausted , [[cured]] talent who can't get out of his own way .",0.0013849735260009766,0.8427647352218628,0,1,0,17,"Successful"
"the [[main]] [[characters]] are [[simply]] [[named]] the [[husband]] , the [[wife]] and the [[kidnapper]] , [[emphasizing]] the disappointingly generic [[nature]] of the [[entire]] [[effort]] .","the [[primary]] [[idiosyncrasies]] are [[bluntly]] [[designated]] the [[man]] , the [[femme]] and the [[captor]] , [[confirm]] the disappointingly generic [[symptomatic]] of the [[overall]] [[seek]] .",0.0007846355438232422,0.015544652938842773,0,0,0,374,"Failed"
"in terms of execution this movie is careless and unfocused .","in terms of execution this movie is careless and unfocused .",0.9957639575004578,0.9957639575004578,1,1,0,1,"Skipped"
"[[swims]] in [[mediocrity]] , [[sticking]] its [[head]] up for a breath of [[fresh]] air now and then .","[[swim]] in [[wallowing]] , [[squeezing]] its [[leader]] up for a breath of [[sweet]] air now and then .",0.000451505184173584,0.6315491199493408,0,1,0,69,"Successful"
"the only [[type]] of [[lives]] this [[glossy]] comedy-drama resembles are ones in formulaic mainstream [[movies]] .","the only [[dudes]] of [[fatalities]] this [[sumptuous]] comedy-drama resembles are ones in formulaic mainstream [[films]] .",0.0004916191101074219,0.8985467553138733,0,1,0,160,"Successful"
"the characters . . . are paper-thin , and their personalities [[undergo]] [[radical]] changes when it [[suits]] the [[script]] .","the characters . . . are paper-thin , and their personalities [[experienced]] [[utmost]] changes when it [[adapts]] the [[scenario]] .",0.0020011067390441895,0.6577616930007935,0,1,0,101,"Successful"
"a sha-na-na sketch [[punctuated]] with graphic violence .","a sha-na-na sketch [[evoke]] with graphic violence .",0.0026944875717163086,0.9989842772483826,0,1,0,32,"Successful"
"the [[trouble]] is , its filmmakers [[run]] out of [[clever]] [[ideas]] and [[visual]] gags about halfway through .","the [[disquiet]] is , its filmmakers [[execution]] out of [[deft]] [[thinking]] and [[audiovisual]] gags about halfway through .",0.0009024143218994141,0.9581369161605835,0,1,0,152,"Successful"
"spy-vs . -[[spy]] [[action]] [[flick]] with antonio banderas and [[lucy]] liu never [[comes]] [[together]] .","spy-vs . -[[espionage]] [[proceedings]] [[cinematography]] with antonio banderas and [[emilia]] liu never [[entails]] [[collectively]] .",0.0006330609321594238,0.9755327105522156,0,1,0,144,"Successful"
"a so-so , made-for-tv something posing as a [[real]] [[movie]] .","a so-so , made-for-tv something posing as a [[precise]] [[photographer]] .",0.00038504600524902344,0.0008715987205505371,0,0,0,72,"Failed"
"the only upside to all of this [[unpleasantness]] is , given its [[labor]] [[day]] [[weekend]] [[upload]] , feardotcom [[should]] [[log]] a minimal number of [[hits]] .","the only upside to all of this [[hassle]] is , given its [[operating]] [[times]] [[yesterday]] [[burden]] , feardotcom [[requires]] [[recorders]] a minimal number of [[injury]] .",0.0017940998077392578,0.5101038813591003,0,1,0,221,"Successful"
"whether this is art imitating life or life imitating art , it's an [[unhappy]] situation all around .","whether this is art imitating life or life imitating art , it's an [[sorrowful]] situation all around .",0.005040884017944336,0.5142227411270142,0,1,0,48,"Successful"
"an [[uneasy]] mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .","an [[troubling]] mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .",0.03488284349441528,0.9984305500984192,0,1,0,55,"Successful"
"a formula family tearjerker told with a heavy irish brogue . . . accentuating , rather than muting , the plot's saccharine thrust .","a formula family tearjerker told with a heavy irish brogue . . . accentuating , rather than muting , the plot's saccharine thrust .",0.9890891909599304,0.9890891909599304,1,1,0,1,"Skipped"
"this is [[sandler]] running on empty , [[repeating]] what he's already [[done]] [[way]] too [[often]] .","this is [[stiller]] running on empty , [[reaffirm]] what he's already [[realized]] [[distances]] too [[ordinarily]] .",0.000675201416015625,0.9427314400672913,0,1,0,170,"Successful"
"this is as lax and limp a [[comedy]] as i've [[seen]] in a while , a [[meander]] through worn-out [[material]] .","this is as lax and limp a [[hilarity]] as i've [[sensed]] in a while , a [[snaking]] through worn-out [[bodily]] .",0.0005098581314086914,0.03238493204116821,0,0,0,102,"Failed"
"time literally stops on a dime in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't mean it still won't feel like the longest 90 minutes of your movie-going life .","time literally stops on a dime in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't mean it still won't feel like the longest 90 minutes of your movie-going life .",0.945501446723938,0.945501446723938,1,1,0,1,"Skipped"
"the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .","the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .",0.9135944247245789,0.9135944247245789,1,1,0,1,"Skipped"
"aptly named , this shimmering , beautifully costumed and filmed production doesn't [[work]] for me .","aptly named , this shimmering , beautifully costumed and filmed production doesn't [[labour]] for me .",0.0010281801223754883,0.9985337853431702,0,1,0,59,"Successful"
"a preposterously [[melodramatic]] paean to gang-member [[teens]] in [[brooklyn]] [[circa]] 1958 .","a preposterously [[melodic]] paean to gang-member [[enfants]] in [[yorker]] [[alongside]] 1958 .",0.0004961490631103516,0.10872143507003784,0,0,0,120,"Failed"
"[[has]] none of the [[crackle]] of "" [[fatal]] [[attraction]] "" , "" 9 ½ [[weeks]] "" , or even "" [[indecent]] [[proposal]] "" , and feels more like lyne's stolid [[remake]] of "" lolita "" .","[[is]] none of the [[shimmer]] of "" [[catastrophic]] [[enticement]] "" , "" 9 ½ [[month]] "" , or even "" [[dishonourable]] [[proposes]] "" , and feels more like lyne's stolid [[redo]] of "" lolita "" .",0.0005300641059875488,0.0013979077339172363,0,0,0,170,"Failed"
"everything its title [[implies]] , a standard-issue crime [[drama]] [[spat]] out from the tinseltown assembly line .","everything its title [[gives]] , a standard-issue crime [[spectacular]] [[quarrel]] out from the tinseltown assembly line .",0.00033283233642578125,0.9566255807876587,0,1,0,75,"Successful"
"an extraordinarily [[silly]] thriller .","an extraordinarily [[knucklehead]] thriller .",0.00038242340087890625,0.9985529184341431,0,1,0,19,"Successful"
"a [[rehash]] of every gangster movie from the past decade .","a [[remake]] of every gangster movie from the past decade .",0.004914224147796631,0.5934782028198242,0,1,0,16,"Successful"
"[[gaping]] plot [[holes]] [[sink]] this 'sub'-standard thriller and [[drag]] audience enthusiasm to [[crush]] depth .","[[immense]] plot [[openings]] [[wells]] this 'sub'-standard thriller and [[tug]] audience enthusiasm to [[dismantle]] depth .",0.0007231831550598145,0.9991533160209656,0,1,0,110,"Successful"
"talkiness isn't necessarily bad , but the dialogue frequently [[misses]] the [[mark]] .","talkiness isn't necessarily bad , but the dialogue frequently [[dearth]] the [[marquez]] .",0.00105363130569458,0.9977022409439087,0,1,0,82,"Successful"
"the beautiful images and solemn words cannot [[disguise]] the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can [[drown]] out the tinny self-righteousness of his voice .","the beautiful images and solemn words cannot [[hiding]] the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can [[drowning]] out the tinny self-righteousness of his voice .",0.00848543643951416,0.6249112486839294,0,1,0,85,"Successful"
"the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .","the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .",0.9977317452430725,0.9977317452430725,1,1,0,1,"Skipped"
